n_id,type,src,question,prompt,response,id,target,participant,response_num
1045,uses,snb17,What is a surprising use for a BOX?,box,cap,snb17_box-e469d4,1.0,snb17135,
834,uses,bs12,What is a surprising use for a BRICK?,brick,Weights for working out,bs12_brick-970810,1.4,bs1258,
932,uses,betal18,What is a surprising use for a BOX?,box,Something to step on for reaching,betal18_box-53d1c0,1.0,betal182101,
2518,uses,betal18,What is a surprising use for a ROPE?,rope,dinner,betal18_rope-4939c3,1.0,betal182126,
104,uses,dod20,What is a surprising use for a BRICK?,brick,paperweight,dod20_brick-3b960c,2.2,dod2053,0
1525,uses,snb17,What is a surprising use for a ROPE?,rope,to climb things,snb17_rope-0a3bc1,1.3,snb1737,
3609,uses,hmsl,What is a surprising use for a BRICK?,brick,to make a flower bed,hmsl_brick-32bbd5,1.7,hmsl6kTekgee,5.0
277,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,hold paper togather,hmsl_paperclip-d1cff4,1.0,hmsl4No6x5W4,1.0
850,uses,bs12,What is a surprising use for a BRICK?,brick,play catch with,bs12_brick-3391a3,1.4,bs1259,
9604,instances,setal08,What is a surprising thing that makes a NOISE?,noise,pencils,setal08_5.0-3ba23d,1.0,setal08202,13.0
152,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,crevace cleaner,hmsl_paperclip-d947ed,2.0,hmsl7hi72B6r,5.0
832,uses,hass17,What is a surprising use for a BRICK?,brick,Door Stop,hass17_brick-266dcf,1.3,hass1721, 4
2180,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,made into chain,hmsl_paperclip-615624,1.5,hmsle16V8C6A,4.0
7117,uses,setal08,What is a surprising use for a BRICK?,brick,use as dominos,setal08_1.0-ebdea8,2.7,setal08150,8.0
3811,uses,hmsl,What is a surprising use for a BRICK?,brick,weapon,hmsl_brick-ec2e24,1.8,hmsldJl6KX4C,5.0
1521,uses,snb17,What is a surprising use for a ROPE?,rope,jumping,snb17_rope-692a0e,1.0,snb1737,
2272,uses,snbmo09,What is a surprising use for a BRICK?,brick,pencil holder,snbmo09_1_brick-9f812a,1.8,snbmo09111,10
523,uses,hass17,What is a surprising use for a BOTTLE?,bottle,collect small items i.e. marbles,hass17_bottle-96abf3,2.0,hass1751,10
239,uses,dod20,What is a surprising use for a SHOE?,shoe,paperweight,dod20_shoe-483c2f,3.5,dod2014,2
1743,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,they wouldn't not have to worry about night/ day,setal08_3.0-ad22b5,1.3,setal0840,4.0
3941,uses,dod20,What is a surprising use for a BOTTLE?,bottle,to make musical sounds,dod20_bottle-70ac90,3.8,dod2056,8
3982,instances,setal08,What is a surprising thing that makes a NOISE?,noise,ball,setal08_5.0-02ce68,1.3,setal0886,1.0
1836,uses,snb17,What is a surprising use for a ROPE?,rope,play jump,snb17_rope-924bb0,1.0,snb1786,
458,uses,snbmo09,What is a surprising use for a BRICK?,brick,"instead of a shotput, use a brick",snbmo09_1_brick-d25773,2.2,snbmo0923,10
4969,uses,dod20,What is a surprising use for a BOOK?,book,donat,dod20_book-c62bf8,2.0,dod2081,16
3310,uses,snbmo09,What is a surprising use for a BRICK?,brick,use for sound/communication,snbmo09_1_brick-d05f4f,2.5,snbmo09163,12
593,uses,bs12,What is a surprising use for a BRICK?,brick,to mark a path in the woods by scratching away the bark on trees,bs12_brick-49ec40,3.0,bs1241,
2812,uses,hmsl,What is a surprising use for a BRICK?,brick,break a widow,hmsl_brick-060723,1.5,hmslE2W2flhW,3.0
73,uses,snbmo09,What is a surprising use for a KNIFE?,knife,to dig with,snbmo09_2_knife-ea4321,1.7,snbmo095,4
5398,uses,dod20,What is a surprising use for a SHOE?,shoe,tie around power lines,dod20_shoe-51adc6,2.3,dod2090,2
6068,uses,setal08,What is a surprising use for a BRICK?,brick,something to write or draw on,setal08_1.0-78726b,1.7,setal08129,2.0
610,instances,setal08,What is a surprising thing that makes a NOISE?,noise,"a piece of string - hold it tight lengthwise, sounds like guitar",setal08_5.0-8d39f6,2.3,setal0815,3.0
2418,instances,setal08,What is a surprising thing that is ROUND?,round,an orange,setal08_2.0-658423,1.0,setal0855,5.0
3100,uses,snbmo09,What is a surprising use for a KNIFE?,knife,coat hanger,snbmo09_2_knife-331528,2.8,snbmo09154,1
2921,uses,snbmo09,What is a surprising use for a KNIFE?,knife,toothpick,snbmo09_2_knife-f98119,2.0,snbmo09144,1
963,uses,bs12,What is a surprising use for a BRICK?,brick,building towers,bs12_brick-d7a52f,1.0,bs1267,
1146,uses,snbmo09,What is a surprising use for a BRICK?,brick,decorate it,snbmo09_1_brick-c0f8ca,1.7,snbmo0956,8
9077,instances,setal08,What is a surprising thing that makes a NOISE?,noise,trains,setal08_5.0-efa560,1.3,setal08193,10.0
5453,uses,dod20,What is a surprising use for a BRICK?,brick,to raise a table,dod20_brick-033072,2.5,dod2092,0
4225,uses,dod20,What is a surprising use for a FORK?,fork,pick my nose,dod20_fork-1edfd5,3.5,dod2062,10
9827,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,"airplanes would crash, pilots couldn't see over the wheel",setal08_6.0-f69465,2.0,setal08205,6.0
400,uses,snbmo09,What is a surprising use for a KNIFE?,knife,finger,snbmo09_2_knife-668e85,2.0,snbmo0920,4
10977,uses,setal08,What is a surprising use for a BRICK?,brick,something to hold up a bed,setal08_1.0-793de8,1.7,setal08230,2.0
392,uses,betal18,What is a surprising use for a BOX?,box,painting drop cloth,betal18_box-5a853f,2.4,betal182045,
1870,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,clean out narrow objects,hmsl_paperclip-c18ce9,2.2,hmsl2IEcg7El,3.0
1569,uses,bs12,What is a surprising use for a BRICK?,brick,weight for exercise,bs12_brick-5bddd1,1.4,bs12114,
9902,instances,setal08,What is a surprising thing that makes a NOISE?,noise,tv on mute,setal08_5.0-064770,1.0,setal08207,2.0
454,instances,setal08,What is a surprising thing that is ROUND?,round,cheeseburger,setal08_2.0-0ad7fa,1.0,setal0812,19.0
580,uses,bs12,What is a surprising use for a BRICK?,brick,put some nails in it and make it a key holder,bs12_brick-28c4a1,3.8,bs1240,
6879,instances,setal08,What is a surprising thing that is ROUND?,round,use for erasers,setal08_2.0-4ac487,1.0,setal08146,5.0
1436,uses,hmsl,What is a surprising use for a BRICK?,brick,shoe,hmsl_brick-0f9938,2.0,hmsl8x0NWvRS,7.0
7105,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,everything would have to be remade to smaller scale due to 12 inches size of everyone,setal08_6.0-b6831f,1.0,setal08149,2.0
7932,uses,setal08,What is a surprising use for a KNIFE?,knife,tranquilizer,setal08_4.0-021eef,2.7,setal08166,6.0
4040,uses,snbmo09,What is a surprising use for a BRICK?,brick,make an outside table,snbmo09_1_brick-c4f6c1,1.5,snbmo09200,5
141,uses,dod20,What is a surprising use for a BRICK?,brick,weapon,dod20_brick-f450e0,3.2,dod2047,3
481,uses,hass17,What is a surprising use for a BOTTLE?,bottle,decorate it,hass17_bottle-8cbcf3,1.7,hass1740, 8
970,uses,betal18,What is a surprising use for a BOX?,box,Ball pit,betal18_box-107f67,2.7,betal182104,
2080,uses,setal08,What is a surprising use for a KNIFE?,knife,box cutter,setal08_4.0-852605,1.0,setal0847,11.0
11302,instances,setal08,What is a surprising thing that makes a NOISE?,noise,squeaking of the bed when you get in,setal08_5.0-5f4054,1.3,setal08237,1.0
2187,uses,dod20,What is a surprising use for a BRICK?,brick,use it as landfill,dod20_brick-ac166d,2.5,dod2027,5
3294,uses,hmsl,What is a surprising use for a BRICK?,brick,make a fire pit,hmsl_brick-99f2e1,1.5,hmslyI7c2ST0,6.0
3680,uses,hmsl,What is a surprising use for a BRICK?,brick,use as a stepping stone,hmsl_brick-b110a1,1.5,hmslovnlqK2x,5.0
3144,uses,snbmo09,What is a surprising use for a BOX?,box,book bag,snbmo09_3_box-26f2cc,2.0,snbmo09155,2
57,uses,dod20,What is a surprising use for a BOOK?,book,weapon,dod20_book-940de4,3.8,dod2074,4
10944,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,a different society,setal08_3.0-7af1f8,1.7,setal08229,6.0
8040,uses,setal08,What is a surprising use for a BRICK?,brick,you can use it to stand on,setal08_1.0-10bfd8,1.7,setal08169,1.0
423,uses,bs12,What is a surprising use for a BRICK?,brick,door stop,bs12_brick-fbf7b8,1.0,bs1229,
1181,uses,dod20,What is a surprising use for a BRICK?,brick,play with,dod20_brick-4de63f,2.7,dod2011,3
258,uses,snb17,What is a surprising use for a BOX?,box,as a ski board,snb17_box-86f63b,2.7,snb1731,
2347,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Pick locks,hmsl_paperclip-369e5d,2.0,hmsl9ZsvZCS0,3.0
74,uses,snb17,What is a surprising use for a BOX?,box,helmet,snb17_box-3a54ca,2.3,snb1712,
4170,instances,setal08,What is a surprising thing that makes a NOISE?,noise,"foot into show, squeak",setal08_5.0-7922cd,1.7,setal0889,12.0
8547,instances,setal08,What is a surprising thing that is ROUND?,round,sun,setal08_2.0-09368c,1.7,setal08181,2.0
1834,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,chain,hmsl_paperclip-68c46e,1.5,hmslNXFB8KQ5,3.0
2823,uses,dod20,What is a surprising use for a SHOE?,shoe,fashion,dod20_shoe-160974,1.5,dod2037,6
5485,uses,dod20,What is a surprising use for a TIRE?,tire,use as a garden bed for a plant,dod20_tire-cd94fd,3.5,dod2092,1
2115,uses,snb17,What is a surprising use for a ROPE?,rope,hanging,snb17_rope-3da7f1,1.3,snb17119,
1865,uses,betal18,What is a surprising use for a ROPE?,rope,coil it up and use it to lure a cat,betal18_rope-6e1da0,2.4,betal182033,
2664,uses,betal18,What is a surprising use for a ROPE?,rope,ties,betal18_rope-a1fbd2,1.0,betal182155,
7884,instances,setal08,What is a surprising thing that makes a NOISE?,noise,air conditioner,setal08_5.0-75ff29,1.3,setal08165,10.0
2972,uses,dod20,What is a surprising use for a ROPE?,rope,tieing objects,dod20_rope-ae8a0e,1.3,dod2040,0
8754,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,same size clothes (no big and tall),setal08_6.0-9c63ed,1.7,setal08185,2.0
5045,uses,dod20,What is a surprising use for a BOOK?,book,to decorate shelves,dod20_book-f2aa6e,2.3,dod2082,6
6677,instances,setal08,What is a surprising thing that makes a NOISE?,noise,writing with a sharpie,setal08_5.0-4a14ac,1.0,setal08142,25.0
10319,uses,setal08,What is a surprising use for a KNIFE?,knife,cut the hair off your legs,setal08_4.0-1cc839,1.7,setal08216,3.0
4222,uses,setal08,What is a surprising use for a BRICK?,brick,weapon (throw it),setal08_1.0-ead94a,1.7,setal0891,7.0
1319,uses,dod20,What is a surprising use for a BRICK?,brick,donor recognition,dod20_brick-61bcc0,3.0,dod2013,7
2618,uses,dod20,What is a surprising use for a BOOK?,book,gain knowledge,dod20_book-e59962,1.0,dod2035,9
820,uses,setal08,What is a surprising use for a KNIFE?,knife,use it to dig,setal08_4.0-f044b5,2.0,setal0819,11.0
1399,uses,bs12,What is a surprising use for a BRICK?,brick,as a foot stool,bs12_brick-60351e,1.4,bs12100,
2997,uses,dod20,What is a surprising use for a BOOK?,book,a step stool,dod20_book-dd901f,2.7,dod2041,4
6790,instances,setal08,What is a surprising thing that makes a NOISE?,noise,gas,setal08_5.0-3857c3,1.7,setal08144,7.0
4669,uses,dod20,What is a surprising use for a SHOVEL?,shovel,cutting device,dod20_shovel-751a9e,3.0,dod2074,2
1543,uses,betal18,What is a surprising use for a BOX?,box,car companion,betal18_box-2b6822,2.1,betal182185,
2370,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,children would be crazy,setal08_3.0-e9b19d,1.3,setal0854,1.0
2994,uses,snbmo09,What is a surprising use for a BOX?,box,habitat for insects,snbmo09_3_box-bc9a6f,1.8,snbmo09147,13
3923,instances,setal08,What is a surprising thing that makes a NOISE?,noise,piano,setal08_5.0-b92cbf,1.0,setal0885,21.0
48,uses,snb17,What is a surprising use for a BOX?,box,carry baby rabbits,snb17_box-518065,1.3,snb179,
9488,instances,setal08,What is a surprising thing that is ROUND?,round,"a ""whole"" pizza",setal08_2.0-3773ee,1.0,setal08200,11.0
920,uses,dod20,What is a surprising use for a FORK?,fork,eat,dod20_fork-13b17f,1.0,dod2013,0
2689,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,weight the front of a paper airplane,hmsl_paperclip-a86925,3.3,hmsldENdB2Qt,15.0
7089,uses,setal08,What is a surprising use for a KNIFE?,knife,necklace,setal08_4.0-c2a125,2.0,setal08149,10.0
538,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,put cloth together ,hmsl_paperclip-9b3303,2.0,hmslmmD57gcr,4.0
3041,uses,hmsl,What is a surprising use for a BRICK?,brick,create a patio area,hmsl_brick-3fcd88,1.5,hmslyZL3i8hJ,8.0
3642,uses,hmsl,What is a surprising use for a BRICK?,brick,to weight down something,hmsl_brick-46a833,1.5,hmslN3nR96o7,7.0
589,uses,betal18,What is a surprising use for a BOX?,box,fake fire place,betal18_box-c8ff6e,2.4,betal182060,
2033,uses,setal08,What is a surprising use for a KNIFE?,knife,cut bags open,setal08_4.0-261a7a,1.0,setal0846,3.0
1757,uses,snb17,What is a surprising use for a ROPE?,rope,to tie hair,snb17_rope-af08ea,1.3,snb1771,
6501,instances,setal08,What is a surprising thing that is ROUND?,round,coaster (for a drink),setal08_2.0-26d6a7,1.3,setal08139,12.0
7434,uses,setal08,What is a surprising use for a KNIFE?,knife,prize in a box of condoms,setal08_4.0-3fe98d,3.7,setal08155,13.0
387,uses,setal08,What is a surprising use for a BRICK?,brick,use it as a weight,setal08_1.0-3666b4,1.3,setal0811,1.0
3516,instances,setal08,What is a surprising thing that makes a NOISE?,noise,store,setal08_5.0-64e257,1.0,setal0878,18.0
425,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,metal,hmsl_paperclip-e599b1,1.0,hmslX5hX4YgF,2.0
985,uses,snbmo09,What is a surprising use for a BOX?,box,as a chair,snbmo09_3_box-bed977,2.0,snbmo0948,12
8250,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,there would be no more use for night time so darkness would never come,setal08_3.0-55bde7,1.0,setal08173,2.0
3789,uses,dod20,What is a surprising use for a TIRE?,tire,bird feeder,dod20_tire-b090e9,4.0,dod2053,9
4999,instances,setal08,What is a surprising thing that makes a NOISE?,noise,doing situps,setal08_5.0-308a90,1.7,setal08104,1.0
136,instances,setal08,What is a surprising thing that is ROUND?,round,pen biting,setal08_2.0-c22a71,1.3,setal084,5.0
1491,uses,dod20,What is a surprising use for a BOTTLE?,bottle,paint correct measurements on the side and use for a measuring cup,dod20_bottle-d6ee67,3.8,dod2015,2
4032,uses,setal08,What is a surprising use for a KNIFE?,knife,can opener,setal08_4.0-c2b2de,1.7,setal0887,4.0
1225,uses,snb17,What is a surprising use for a ROPE?,rope,tug of war,snb17_rope-904fe7,1.0,snb175,
6874,uses,setal08,What is a surprising use for a BRICK?,brick,use to break a window,setal08_1.0-17b917,1.3,setal08146,7.0
828,uses,snb17,What is a surprising use for a BOX?,box,Bottom level of a house,snb17_box-5b3af9,1.7,snb17107,
4288,uses,dod20,What is a surprising use for a BOOK?,book,home,dod20_book-3a14e3,2.5,dod2063,4
882,uses,betal18,What is a surprising use for a BOX?,box,table,betal18_box-060dd6,1.0,betal182094,
3453,uses,snbmo09,What is a surprising use for a BRICK?,brick,painting the brick (art),snbmo09_1_brick-cc3801,1.7,snbmo09170,7
3221,uses,dod20,What is a surprising use for a TABLE?,table,sit on,dod20_table-ca4c03,2.5,dod2044,0
870,uses,hmsl,What is a surprising use for a BRICK?,brick,blade sharpener,hmsl_brick-86b465,3.2,hmslvgUOi7TF,3.0
1302,uses,snbmo09,What is a surprising use for a BOX?,box,as a house,snbmo09_3_box-d09066,1.5,snbmo0962,1
3207,uses,dod20,What is a surprising use for a ROPE?,rope,dog toy,dod20_rope-059194,2.7,dod2091,1
1600,uses,snb17,What is a surprising use for a ROPE?,rope,keep an animal in the yard,snb17_rope-b1dcae,1.3,snb1749,
56,instances,setal08,What is a surprising thing that is ROUND?,round,a chair,setal08_2.0-96f2f1,1.7,setal082,3.0
334,uses,hass17,What is a surprising use for a BOTTLE?,bottle,to observe the captured insect,hass17_bottle-32e22e,3.7,hass1710, 5
3091,uses,dod20,What is a surprising use for a SHOVEL?,shovel,spoon,dod20_shovel-757d05,3.0,dod2048,0
2168,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,link together to make a chain,hmsl_paperclip-a76bb4,1.5,hmslopxAEih3,6.0
1788,uses,dod20,What is a surprising use for a SHOVEL?,shovel,digging,dod20_shovel-d3461b,1.0,dod2062,0
4787,uses,dod20,What is a surprising use for a ROPE?,rope,christmas tree garland,dod20_rope-2d08aa,4.0,dod2076,0
65,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,bookmark,hmsl_paperclip-282efa,2.0,hmslUUCR5rl5,7.0
2317,instances,setal08,What is a surprising thing that is ROUND?,round,stop light,setal08_2.0-a5dc3c,1.3,setal0853,4.0
1887,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,clip paper,hmsl_paperclip-48ffb4,1.0,hmsl5LC5K5oU,2.0
611,uses,snbmo09,What is a surprising use for a BOX?,box,use it as a 3D collage,snbmo09_3_box-fbd272,2.5,snbmo0932,4
2068,uses,snb17,What is a surprising use for a ROPE?,rope,dog toy,snb17_rope-4992bc,1.3,snb17113,
154,uses,bs12,What is a surprising use for a BRICK?,brick,use it as a window proper opener,bs12_brick-95a7d8,1.0,bs1213,
11411,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,blown away by trees,setal08_6.0-f6a443,1.7,setal08239,2.0
2053,uses,dod20,What is a surprising use for a FORK?,fork,paper holder,dod20_fork-1e4a70,3.5,dod2024,4
8120,uses,setal08,What is a surprising use for a KNIFE?,knife,pencil sharperner,setal08_4.0-5783bb,1.7,setal08170,4.0
6388,instances,setal08,What is a surprising thing that makes a NOISE?,noise,butt,setal08_5.0-79b288,1.3,setal08136,3.0
2381,uses,dod20,What is a surprising use for PANTS?,pants,material for a shelter,dod20_pants-a6c77c,2.7,dod2031,20
2191,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,Make a Bracelet,hmsl_paperclip-f8a539,1.7,hmsluirSLy6r,6.0
1393,uses,hmsl,What is a surprising use for a BRICK?,brick,Prop for unstable table,hmsl_brick-141ad3,2.3,hmslxhJVpr9P,2.0
9087,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,animals would be a lot bigger than humans,setal08_6.0-2fa59c,1.7,setal08193,2.0
3507,instances,setal08,What is a surprising thing that makes a NOISE?,noise,radio,setal08_5.0-063e21,1.0,setal0878,9.0
8762,uses,setal08,What is a surprising use for a BRICK?,brick,a doorstop,setal08_1.0-962b5a,1.7,setal08186,1.0
3848,uses,dod20,What is a surprising use for a ROPE?,rope,marking area,dod20_rope-47305c,2.5,dod2054,2
666,uses,bs12,What is a surprising use for a BRICK?,brick,to build a house,bs12_brick-159d46,1.0,bs1247,
4470,uses,dod20,What is a surprising use for a BOTTLE?,bottle,a container,dod20_bottle-49dd1b,1.3,dod2069,2
840,uses,betal18,What is a surprising use for a BOX?,box,Cut it up into slices to make mats,betal18_box-db9193,2.1,betal182088,
675,uses,snb17,What is a surprising use for a BOX?,box,break it down if it is cardboard and use it as a sled on a hill,snb17_box-77f63a,1.3,snb1787,
1747,uses,snbmo09,What is a surprising use for a BRICK?,brick,nail file,snbmo09_1_brick-bcb607,2.8,snbmo0986,3
7460,uses,setal08,What is a surprising use for a BRICK?,brick,doors,setal08_1.0-200fca,1.0,setal08156,5.0
5103,uses,dod20,What is a surprising use for a BOTTLE?,bottle,use to hold pills,dod20_bottle-9e8427,2.0,dod2084,3
668,uses,dod20,What is a surprising use for a FORK?,fork,bust a balloon,dod20_fork-da5823,2.5,dod205,1
4965,instances,setal08,What is a surprising thing that makes a NOISE?,noise,babies,setal08_5.0-227e1b,1.0,setal08103,9.0
1555,uses,snb17,What is a surprising use for a ROPE?,rope,accessories,snb17_rope-84fae9,1.0,snb1744,
7937,instances,setal08,What is a surprising thing that makes a NOISE?,noise,joints,setal08_5.0-6730ab,1.3,setal08166,3.0
1374,uses,snbmo09,What is a surprising use for a KNIFE?,knife,coat hanger,snbmo09_2_knife-cc2627,2.7,snbmo0965,5
1158,uses,setal08,What is a surprising use for a BRICK?,brick,build things such as houses or steps,setal08_1.0-adce9a,1.0,setal0827,1.0
509,uses,snb17,What is a surprising use for a BOX?,box,weapon,snb17_box-f108bb,1.0,snb1759,
470,uses,snb17,What is a surprising use for a BOX?,box,gift,snb17_box-09a3e1,1.3,snb1755,
7550,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,smaller genetalia,setal08_6.0-d8d67b,1.0,setal08157,1.0
3284,uses,hmsl,What is a surprising use for a BRICK?,brick,low cost exercise weights,hmsl_brick-db07c2,2.5,hmslo94ebF7p,7.0
4193,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,there would be more children,setal08_3.0-14d112,1.3,setal0890,4.0
1128,uses,dod20,What is a surprising use for a BRICK?,brick,used for buil,dod20_brick-fa21b7,1.0,dod2010,1
268,uses,betal18,What is a surprising use for a BOX?,box,Treasure Chest,betal18_box-747324,1.9,betal182030,
1888,uses,snbmo09,What is a surprising use for a KNIFE?,knife,ruler,snbmo09_2_knife-aafc43,2.2,snbmo0993,4
5933,instances,setal08,What is a surprising thing that is ROUND?,round,doorknob,setal08_2.0-b65461,1.0,setal08126,5.0
4922,uses,setal08,What is a surprising use for a BRICK?,brick,to start a fire,setal08_1.0-4c05be,2.3,setal08103,9.0
2056,uses,snb17,What is a surprising use for a ROPE?,rope,measurement of speed,snb17_rope-134d44,2.3,snb17111,
8693,uses,setal08,What is a surprising use for a BRICK?,brick,paint it for artwork,setal08_1.0-fbb439,1.7,setal08185,8.0
1616,uses,bs12,What is a surprising use for a BRICK?,brick,it can be used to level something that is not leveled right.,bs12_brick-d59c7f,1.4,bs12119,
2341,uses,dod20,What is a surprising use for a TIRE?,tire,put on a vehicle to drive,dod20_tire-aa3d3f,1.0,dod2030,0
954,uses,betal18,What is a surprising use for a BOX?,box,cast for arm,betal18_box-8e215d,3.3,betal182102,
2088,uses,dod20,What is a surprising use for a TABLE?,table,to eat at,dod20_table-728ec6,1.0,dod2024,1
2390,uses,dod20,What is a surprising use for a ROPE?,rope,weapon,dod20_rope-99bfc3,3.0,dod2054,15
2595,instances,setal08,What is a surprising thing that is ROUND?,round,bed,setal08_2.0-3155e1,2.0,setal0859,2.0
90,uses,hass17,What is a surprising use for a BOTTLE?,bottle,weapon,hass17_bottle-76a070,1.3,hass1758, 1
1479,uses,snb17,What is a surprising use for a ROPE?,rope,You could use it for decoration  by maybe using it to frame a picture  or rap around some object,snb17_rope-accb01,2.0,snb1733,
6558,uses,setal08,What is a surprising use for a KNIFE?,knife,a large knife could be used as a mirror (to look at yourself),setal08_4.0-088ac2,2.3,setal08140,3.0
10689,instances,setal08,What is a surprising thing that makes a NOISE?,noise,water in your shoes,setal08_5.0-732ee6,2.0,setal08224,1.0
345,uses,betal18,What is a surprising use for a BOX?,box,kindling for fire,betal18_box-bf8844,1.9,betal182039,
10962,instances,setal08,What is a surprising thing that makes a NOISE?,noise,feet,setal08_5.0-8bf6b0,1.3,setal08229,5.0
630,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,to close a bag of chips,hmsl_paperclip-ceb8e5,2.0,hmsl0OZ544o2,2.0
3238,uses,setal08,What is a surprising use for a BRICK?,brick,make a sidewalk,setal08_1.0-d5f0de,1.0,setal0874,3.0
1586,uses,snbmo09,What is a surprising use for a BRICK?,brick,to paint on,snbmo09_1_brick-6dce04,1.5,snbmo0976,12
2917,instances,setal08,What is a surprising thing that makes a NOISE?,noise,steps,setal08_5.0-659f24,1.3,setal0866,9.0
1410,uses,betal18,What is a surprising use for a BOX?,box,shoebox,betal18_box-5d84ec,1.0,betal182165,
4905,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,refrigerators need to be smaller,setal08_6.0-4ed3c6,1.3,setal08102,2.0
7032,instances,setal08,What is a surprising thing that makes a NOISE?,noise,posters,setal08_5.0-0a9a73,1.0,setal08148,21.0
4989,instances,setal08,What is a surprising thing that is ROUND?,round,round butt,setal08_2.0-090aea,1.3,setal08104,8.0
1475,uses,bs12,What is a surprising use for a BRICK?,brick,coaster,bs12_brick-736b49,2.2,bs12107,
212,instances,setal08,What is a surprising thing that makes a NOISE?,noise,people dragging there feet,setal08_5.0-059ed2,1.3,setal086,1.0
1930,uses,dod20,What is a surprising use for a ROPE?,rope,hang,dod20_rope-588b3f,1.5,dod2035,4
639,uses,snbmo09,What is a surprising use for a BOX?,box,nest/sleeping place for domesting house animal,snbmo09_3_box-3bb8cd,1.5,snbmo0933,10
1592,uses,betal18,What is a surprising use for a BOX?,box,umbrella,betal18_box-aad72d,1.3,betal182190,
650,uses,hmsl,What is a surprising use for a PAPERCLIP?,paperclip,to make indentation of a surface,hmsl_paperclip-259249,2.5,hmslvr0PJxJh,4.0
2900,uses,dod20,What is a surprising use for a TABLE?,table,as a makeshift bed,dod20_table-897125,3.8,dod2038,4
301,uses,dod20,What is a surprising use for a TABLE?,table,bed,dod20_table-e5d54a,3.8,dod2089,10
1865,uses,snbmo09,What is a surprising use for a BRICK?,brick,arm weight,snbmo09_1_brick-7aeb82,1.8,snbmo0992,3
160,uses,setal08,What is a surprising use for a BRICK?,brick,use broken bricks and make a mural,setal08_1.0-095c64,2.3,setal085,2.0
193,consequences,setal08,What would be a surprising consequence if EVERYONE SHRANK TO 12 INCHES TALL?,shrank,we would spend our lives running from animals,setal08_6.0-1a328e,1.3,setal085,8.0
8406,instances,setal08,What is a surprising thing that is ROUND?,round,eyes,setal08_2.0-2b2a8c,1.0,setal08177,13.0
1994,consequences,setal08,What would be a surprising consequence if PEOPLE NEEDED NO SLEEP?,no sleep,no inside messages from dreams (visions),setal08_3.0-4e727f,1.0,setal0845,3.0
1678,uses,hmsl,What is a surprising use for a BRICK?,brick,Warming Stone,hmsl_brick-0d7291,3.0,hmsly6ZLJ0s9,2.0
1626,uses,setal08,What is a surprising use for a BRICK?,brick,brick bracelet,setal08_1.0-21b188,2.3,setal0837,6.0
4920,uses,dod20,What is a surprising use for a BOTTLE?,bottle,roller pin for pancakes,dod20_bottle-1699d4,3.5,dod2080,1
1302,uses,snb17,What is a surprising use for a ROPE?,rope,if I ever need to get out of a high floor of a building  I could zipline with it,snb17_rope-79c5a0,2.0,snb1715,
1358,uses,snb17,What is a surprising use for a ROPE?,rope,a burn it,snb17_rope-93ca7f,1.7,snb1722,
2144,uses,betal18,What is a surprising use for a ROPE?,rope,create a robe,betal18_rope-f7f473,2.1,betal182072,
2707,uses,snbmo09,What is a surprising use for a BRICK?,brick,an item to paint/art,snbmo09_1_brick-a46447,2.7,snbmo09133,6
3887,uses,snbmo09,What is a surprising use for a BOX?,box,junk mail receptacle,snbmo09_3_box-4a7d28,1.5,snbmo09190,7
1397,uses,bs12,What is a surprising use for a BRICK?,brick,smashing coconuts,bs12_brick-da0a8a,1.4,bs12100,
